strategy,scope,replicate,removed,f,S,mean_other,components
random,lcc,1,301,0.11996811478676764,0.5910721402949383,3.152173913043478,231
random,lcc,1,326,0.12993224392188124,0.5735352730171382,3.1659574468085108,236
random,lcc,1,351,0.13989637305699482,0.5627740135512156,3.1213389121338913,240
random,lcc,1,376,0.14986050219210842,0.5512156237544839,2.8957528957528957,260
random,lcc,1,401,0.159824631327222,0.5356715823037067,2.8721804511278197,267
random,lcc,1,427,0.17018732562774014,0.5177361498605022,2.737762237762238,287
random,lcc,1,452,0.1801514547628537,0.5053806297329614,2.586885245901639,306
random,lcc,1,477,0.19011558389796732,0.4970107612594659,2.4685534591194966,319
random,lcc,1,502,0.20007971303308092,0.48903945795137505,2.422360248447205,323
random,lcc,1,527,0.2100438421681945,0.4483858110801116,2.214470284237726,388
random,lcc,1,552,0.2200079713033081,0.424471901155839,2.207920792079208,405
random,lcc,1,577,0.22997210043842167,0.4117178158628936,2.1820388349514563,413
random,lcc,1,602,0.23993622957353528,0.38979673176564367,2.1756440281030445,428
random,lcc,1,627,0.24990035870864885,0.38023116779593463,2.076062639821029,448
random,lcc,1,652,0.2598644878437625,0.3603029095257074,2.0406852248394003,468
random,lcc,1,677,0.26982861697887606,0.3375846950976485,2.0309278350515463,486
random,lcc,1,703,0.2801913112793942,0.32363491430848945,2.0368852459016393,489
random,lcc,1,728,0.29015544041450775,0.31446791550418496,2.0121703853955375,494
random,lcc,1,753,0.3001195695496214,0.30171383021123954,2.026369168356998,494
random,lcc,1,778,0.31008369868473495,0.27381426863292146,1.984790874524715,527
random,lcc,1,803,0.32004782781984853,0.2694300518134715,1.9731800766283525,523
random,lcc,1,828,0.33001195695496216,0.25827022718214426,1.9236499068901303,538
random,lcc,1,853,0.33997608609007574,0.25308888003188523,1.9155722326454034,534
random,lcc,1,878,0.3499402152251893,0.2200079713033081,1.9798165137614678,546
random,lcc,1,903,0.3599043443603029,0.17098445595854922,2.036332179930796,579
random,lcc,1,928,0.3698684734954165,0.16779593463531287,2.0069204152249136,579
random,lcc,1,953,0.3798326026305301,0.15464328417696294,1.9863945578231292,589
random,lcc,1,979,0.3901952969310482,0.14308489438023117,2.0017094017094017,586
random,lcc,1,1004,0.40015942606616184,0.11239537664408131,2.0658783783783785,593
random,lcc,1,1029,0.4101235552012754,0.11199681147867677,2.056603773584906,584
random,lcc,1,1054,0.420087684336389,0.10641689916301315,2.0273037542662116,587
random,lcc,1,1079,0.43005181347150256,0.10442407333599044,2.013793103448276,581
random,lcc,1,1104,0.4400159426066162,0.10163411717815862,1.9965277777777777,577
random,lcc,1,1129,0.44998007174172977,0.0813072937425269,1.943801652892562,606
random,lcc,1,1154,0.45994420087684335,0.08051016341171782,1.912106135986733,604
random,lcc,1,1179,0.469908330011957,0.0785173375846951,1.894648829431438,599
random,lcc,1,1204,0.47987245914707055,0.07732164208848147,1.8333333333333333,607
random,lcc,1,1229,0.4898365882821841,0.07572738142686329,1.8288590604026846,597
random,lcc,1,1254,0.4998007174172977,0.07453168593064965,1.785953177257525,599
random,lcc,1,1280,0.5101634117178159,0.06456755679553607,1.8084745762711865,591
random,lcc,1,1305,0.5201275408529294,0.06456755679553607,1.7842465753424657,585
random,lcc,1,1330,0.530091669988043,0.06018333997608609,1.7248322147651007,597
random,lcc,1,1355,0.5400557991231566,0.05779194898365883,1.7130730050933787,590
random,lcc,1,1380,0.5500199282582702,0.056197688322040654,1.7093425605536332,579
random,lcc,1,1405,0.5599840573933839,0.053806297329613395,1.6793760831889082,578
random,lcc,1,1430,0.5699481865284974,0.04304503786369071,1.6712564543889845,582
random,lcc,1,1455,0.579912315663611,0.04145077720207254,1.6695957820738137,570
random,lcc,1,1480,0.5898764447987246,0.04145077720207254,1.6459074733096086,563
random,lcc,1,1505,0.5998405739338382,0.03945795137504982,1.6306306306306306,556
random,lcc,1,1530,0.6098047030689517,0.03547229972100439,1.6036036036036037,556
random,lcc,1,1556,0.6201673973694699,0.03268234356317258,1.5894160583941606,549
random,lcc,1,1581,0.6301315265045835,0.03188521323236349,1.5559633027522937,546
random,lcc,1,1606,0.6400956556396971,0.031486648066958944,1.4900542495479205,554
random,lcc,1,1631,0.6500597847748106,0.029892387405340774,1.473394495412844,546
random,lcc,1,1656,0.6600239139099243,0.029095257074531686,1.4579439252336448,536
random,lcc,1,1681,0.6699880430450379,0.029095257074531686,1.4435946462715106,524
random,lcc,1,1706,0.6799521721801515,0.027899561578318056,1.428849902534113,514
random,lcc,1,1731,0.689916301315265,0.027102431247508968,1.3976377952755905,509
random,lcc,1,1756,0.6998804304503786,0.02630530091669988,1.3712574850299402,502
random,lcc,1,1781,0.7098445595854922,0.02510960542048625,1.340725806451613,497
random,lcc,1,1806,0.7198086887206058,0.022718214428058988,1.3130081300813008,493
random,lcc,1,1832,0.7301713830211239,0.0219210840972499,1.2985386221294364,480
random,lcc,1,1857,0.7401355121562375,0.019529693104822637,1.2588726513569937,480
random,lcc,1,1882,0.7500996412913511,0.0035870864886408927,1.2535496957403651,494
random,lcc,1,1907,0.7600637704264648,0.0035870864886408927,1.245798319327731,477
random,lcc,1,1932,0.7700278995615784,0.0035870864886408927,1.2347826086956522,461
random,lcc,1,1957,0.7799920286966919,0.0035870864886408927,1.2039911308203992,452
random,lcc,1,1982,0.7899561578318055,0.0035870864886408927,1.1990740740740742,433
random,lcc,1,2007,0.7999202869669191,0.0031885213232363493,1.1990291262135921,413
random,lcc,1,2032,0.8098844161020327,0.0027899561578318055,1.1898734177215189,396
random,lcc,1,2057,0.8198485452371462,0.0027899561578318055,1.1866666666666668,376
random,lcc,1,2082,0.8298126743722599,0.0023913909924272616,1.1629834254143647,363
random,lcc,1,2108,0.840175368672778,0.0019928258270227183,1.154518950437318,344
random,lcc,1,2133,0.8501394978078916,0.0019928258270227183,1.1486068111455108,324
random,lcc,1,2158,0.8601036269430051,0.0019928258270227183,1.141914191419142,304
random,lcc,1,2183,0.8700677560781188,0.0015942606616181746,1.1338028169014085,285
random,lcc,1,2208,0.8800318852132324,0.0015942606616181746,1.120754716981132,266
random,lcc,1,2233,0.889996014348346,0.0015942606616181746,1.1147540983606556,245
random,lcc,1,2258,0.8999601434834595,0.0015942606616181746,1.1176470588235294,222
random,lcc,1,2283,0.9099242726185731,0.0015942606616181746,1.1155778894472361,200
random,lcc,1,2308,0.9198884017536867,0.0011956954962136308,1.0939226519337018,182
random,lcc,1,2333,0.9298525308888003,0.0007971303308090873,1.0875,161
random,lcc,1,2358,0.939816660023914,0.0007971303308090873,1.0875912408759123,138
random,lcc,1,2384,0.950179354324432,0.0007971303308090873,1.0884955752212389,114
random,lcc,1,2409,0.9601434834595456,0.0007971303308090873,1.101123595505618,90
random,lcc,1,2434,0.9701076125946593,0.0007971303308090873,1.0735294117647058,69
random,lcc,1,2459,0.9800717417297728,0.0007971303308090873,1.0909090909090908,45
random,lcc,1,2484,0.9900358708648864,0.0007971303308090873,1.0,24
random,lcc,1,2509,1.0,0.0,0.0,0
random,lcc,2,0,0.0,1.0,0.0,1
random,lcc,2,25,0.00996412913511359,0.9872459147070546,1.4,6
random,lcc,2,50,0.01992825827022718,0.9689119170984456,1.3333333333333333,22
random,lcc,2,75,0.029892387405340774,0.9302510960542049,2.0,51
random,lcc,2,100,0.03985651654045436,0.8999601434834595,2.287878787878788,67
random,lcc,2,125,0.04982064567556795,0.8605021921084097,2.848101265822785,80
random,lcc,2,151,0.06018333997608609,0.8274212833798326,2.611111111111111,109
random,lcc,2,176,0.07014746911119968,0.7863690713431646,2.6865671641791047,135
random,lcc,2,201,0.08011159824631327,0.7584695097648465,2.6821192052980134,152
random,lcc,2,226,0.09007572738142686,0.7449182941410921,2.5714285714285716,162
random,lcc,2,251,0.10003985651654046,0.7325627740135512,2.413793103448276,175
random,lcc,2,276,0.11000398565165405,0.717018732562774,2.358695652173913,185
random,lcc,2,301,0.11996811478676764,0.7018732562774014,2.1699029126213594,207
random,lcc,2,326,0.12993224392188124,0.689916301315265,2.1320754716981134,213
random,lcc,2,351,0.13989637305699482,0.6652052610601833,2.0808510638297872,236
random,lcc,2,376,0.14986050219210842,0.6540454364288562,2.05,241
random,lcc,2,401,0.159824631327222,0.6416899163013152,2.016194331983806,248
random,lcc,2,427,0.17018732562774014,0.6341171781586289,1.9959349593495934,247
random,lcc,2,452,0.1801514547628537,0.6161817457154245,1.972972972972973,260
random,lcc,2,477,0.19011558389796732,0.5846950976484655,1.9755244755244756,287
random,lcc,2,502,0.20007971303308092,0.5555998405739339,1.9647435897435896,313
random,lcc,2,527,0.2100438421681945,0.5368672777999203,1.9418960244648318,328
random,lcc,2,552,0.2200079713033081,0.520526106018334,1.86,351
random,lcc,2,577,0.22997210043842167,0.5105619768832204,1.8235294117647058,358
random,lcc,2,602,0.23993622957353528,0.49820645675567954,1.83008356545961,360
random,lcc,2,627,0.24990035870864885,0.49262654444001597,1.8044692737430168,359
random,lcc,2,652,0.2598644878437625,0.48186528497409326,1.7656675749318802,368
random,lcc,2,677,0.26982861697887606,0.44878437624551615,1.6849642004773269,420
random,lcc,2,703,0.2801913112793942,0.4376245516141889,1.6817102137767221,422
random,lcc,2,728,0.29015544041450775,0.4252690314866481,1.68,426
random,lcc,2,753,0.3001195695496214,0.41331207652451174,1.672093023255814,431
random,lcc,2,778,0.31008369868473495,0.40534077321642087,1.6566125290023201,432
random,lcc,2,803,0.32004782781984853,0.3670785173375847,1.82983682983683,430
random,lcc,2,828,0.33001195695496216,0.356317257871662,1.825986078886311,432
random,lcc,2,853,0.33997608609007574,0.35113591072140293,1.802325581395349,431
random,lcc,2,878,0.3499402152251893,0.34196891191709844,1.768878718535469,438
random,lcc,2,903,0.3599043443603029,0.324033479473894,1.7661469933184855,450
random,lcc,2,928,0.3698684734954165,0.30888800318852133,1.7112526539278132,472
random,lcc,2,953,0.3798326026305301,0.2849740932642487,1.726899383983573,488
random,lcc,2,979,0.3901952969310482,0.27899561578318055,1.7148760330578512,485
random,lcc,2,1004,0.40015942606616184,0.26464726982861697,1.7198364008179958,490
random,lcc,2,1029,0.4101235552012754,0.255878836189717,1.676,501
random,lcc,2,1054,0.420087684336389,0.24631327222000798,1.6411764705882352,511
random,lcc,2,1079,0.43005181347150256,0.23714627341570346,1.6026871401151632,522
random,lcc,2,1104,0.4400159426066162,0.23276205659625349,1.6003898635477583,514
random,lcc,2,1129,0.44998007174172977,0.2291749701076126,1.5692007797270955,514
random,lcc,2,1154,0.45994420087684335,0.22279792746113988,1.5075757575757576,529
random,lcc,2,1179,0.469908330011957,0.214826624153049,1.5153256704980842,523
random,lcc,2,1204,0.47987245914707055,0.19689119170984457,1.5187265917602997,535
random,lcc,2,1229,0.4898365882821841,0.1873256277401355,1.5,541
random,lcc,2,1254,0.4998007174172977,0.17616580310880828,1.5027726432532347,542
random,lcc,2,1280,0.5101634117178159,0.1697887604623356,1.495344506517691,538
random,lcc,2,1305,0.5201275408529294,0.16181745715424473,1.483271375464684,539
random,lcc,2,1330,0.530091669988043,0.1578318055001993,1.4829545454545454,529
random,lcc,2,1355,0.5400557991231566,0.14547628537265844,1.502857142857143,526
random,lcc,2,1380,0.5500199282582702,0.141490633718613,1.4913294797687862,520
random,lcc,2,1405,0.5599840573933839,0.13750498206456754,1.4853228962818004,512
random,lcc,2,1430,0.5699481865284974,0.11159824631327223,1.4553734061930783,550
random,lcc,2,1455,0.579912315663611,0.11000398565165405,1.446096654275093,539
random,lcc,2,1480,0.5898764447987246,0.10761259465922679,1.4293785310734464,532
random,lcc,2,1505,0.5998405739338382,0.10522120366679952,1.4122137404580153,525
random,lcc,2,1530,0.6098047030689517,0.10003985651654046,1.4026974951830442,520
random,lcc,2,1556,0.6201673973694699,0.09485850936628139,1.3829787234042554,518
random,lcc,2,1581,0.6301315265045835,0.09007572738142686,1.3818897637795275,509
random,lcc,2,1606,0.6400956556396971,0.08688720605819052,1.37,501
random,lcc,2,1631,0.6500597847748106,0.08529294539657234,1.3662551440329218,487
random,lcc,2,1656,0.6600239139099243,0.08369868473495416,1.3451882845188285,479
random,lcc,2,1681,0.6699880430450379,0.08011159824631327,1.3340425531914895,471
random,lcc,2,1706,0.6799521721801515,0.0785173375846951,1.3004291845493563,467
random,lcc,2,1731,0.689916301315265,0.07453168593064965,1.2932166301969366,458
random,lcc,2,1756,0.6998804304503786,0.0685532084495815,1.2603036876355749,462
random,lcc,2,1781,0.7098445595854922,0.06416899163013152,1.2516556291390728,454
random,lcc,2,1806,0.7198086887206058,0.061777600637704266,1.2426303854875282,442
random,lcc,2,1832,0.7301713830211239,0.05819051414906337,1.2464788732394365,427
random,lcc,2,1857,0.7401355121562375,0.05579912315663611,1.2337349397590363,416
random,lcc,2,1882,0.7500996412913511,0.04862495017935432,1.2438423645320198,407
random,lcc,2,1907,0.7600637704264648,0.04025508170585891,1.268354430379747,396
random,lcc,2,1932,0.7700278995615784,0.039059386209645275,1.2671957671957672,379
random,lcc,2,1957,0.7799920286966919,0.036667995217218016,1.2398921832884098,372
random,lcc,2,1982,0.7899561578318055,0.03387803905938621,1.2243767313019391,362
random,lcc,2,2007,0.7999202869669191,0.03308090872857712,1.2109826589595376,347
random,lcc,2,2032,0.8098844161020327,0.02949382223993623,1.1681159420289855,346
random,lcc,2,2057,0.8198485452371462,0.02869669190912714,1.155015197568389,330
random,lcc,2,2082,0.8298126743722599,0.011558389796731766,1.2134146341463414,329
random,lcc,2,2108,0.840175368672778,0.00996412913511359,1.197452229299363,315
random,lcc,2,2133,0.8501394978078916,0.00438421681944998,1.2046204620462047,304
random,lcc,2,2158,0.8601036269430051,0.00438421681944998,1.1846689895470384,288
random,lcc,2,2183,0.8700677560781188,0.0039856516540454365,1.1791044776119404,269
random,lcc,2,2208,0.8800318852132324,0.0039856516540454365,1.1733870967741935,249
random,lcc,2,2233,0.889996014348346,0.0035870864886408927,1.1218487394957983,239
random,lcc,2,2258,0.8999601434834595,0.0031885213232363493,1.114678899082569,219
random,lcc,2,2283,0.9099242726185731,0.0027899561578318055,1.1116751269035532,198
random,lcc,2,2308,0.9198884017536867,0.0027899561578318055,1.1085714285714285,176
random,lcc,2,2333,0.9298525308888003,0.0019928258270227183,1.0961538461538463,157
random,lcc,2,2358,0.939816660023914,0.0015942606616181746,1.072992700729927,138
random,lcc,2,2384,0.950179354324432,0.0015942606616181746,1.0614035087719298,115
random,lcc,2,2409,0.9601434834595456,0.0011956954962136308,1.043010752688172,94
random,lcc,2,2434,0.9701076125946593,0.0011956954962136308,1.0140845070422535,72
random,lcc,2,2459,0.9800717417297728,0.00039856516540454366,1.0,50
random,lcc,2,2484,0.9900358708648864,0.00039856516540454366,1.0,25
random,lcc,2,2509,1.0,0.0,0.0,0
random,lcc,3,0,0.0,1.0,0.0,1
random,lcc,3,25,0.00996412913511359,0.9852530888800319,1.0909090909090908,12
random,lcc,3,50,0.01992825827022718,0.963332004782782,1.6153846153846154,27
random,lcc,3,75,0.029892387405340774,0.8804304503786369,4.245283018867925,54
random,lcc,3,100,0.03985651654045436,0.8481466719808689,3.5125,81
random,lcc,3,125,0.04982064567556795,0.8361897170187326,3.364705882352941,86
random,lcc,3,151,0.06018333997608609,0.8242327620565962,3.2222222222222223,91
random,lcc,3,176,0.07014746911119968,0.79035472299721,2.9661016949152543,119
random,lcc,3,201,0.08011159824631327,0.7803905938620964,2.6717557251908395,132
random,lcc,3,226,0.09007572738142686,0.7437225986448784,2.673076923076923,157
random,lcc,3,251,0.10003985651654046,0.7174172977281785,2.5444444444444443,181
random,lcc,3,276,0.11000398565165405,0.7002789956157832,2.391959798994975,200
random,lcc,3,301,0.11996811478676764,0.6675966520526107,2.2875536480686693,234
random,lcc,3,326,0.12993224392188124,0.6536468712634516,2.2625,241
random,lcc,3,351,0.13989637305699482,0.6424870466321243,2.184,251
random,lcc,3,376,0.14986050219210842,0.6205659625348745,2.102189781021898,275
random,lcc,3,401,0.159824631327222,0.5288959744918295,2.683848797250859,292
random,lcc,3,427,0.17018732562774014,0.5177361498605022,2.62751677852349,299
random,lcc,3,452,0.1801514547628537,0.4966121960940614,2.534375,321
random,lcc,3,477,0.19011558389796732,0.4854523714627342,2.5201238390092877,324
random,lcc,3,502,0.20007971303308092,0.46153846153846156,2.5192878338278932,338
random,lcc,3,527,0.2100438421681945,0.4563571143882025,2.3711048158640224,354
random,lcc,3,552,0.2200079713033081,0.4463929852530889,2.325,361
random,lcc,3,577,0.22997210043842167,0.42606616181745716,2.2473958333333335,385
random,lcc,3,602,0.23993622957353528,0.4172977281785572,2.2222222222222223,388
random,lcc,3,627,0.24990035870864885,0.37504982064567555,2.188372093023256,431
random,lcc,3,652,0.2598644878437625,0.3662813870067756,2.126984126984127,442
random,lcc,3,677,0.26982861697887606,0.35751295336787564,2.073170731707317,452
random,lcc,3,703,0.2801913112793942,0.3507373455559984,1.9956896551724137,465
random,lcc,3,728,0.29015544041450775,0.33997608609007574,1.9661016949152543,473
random,lcc,3,753,0.3001195695496214,0.3064966121960941,1.9390962671905698,510
random,lcc,3,778,0.31008369868473495,0.2949382223993623,1.9168278529980658,518
random,lcc,3,803,0.32004782781984853,0.2598644878437625,1.9482439926062847,542
random,lcc,3,828,0.33001195695496216,0.2546831406935034,1.9014598540145986,549
random,lcc,3,853,0.33997608609007574,0.2355520127540853,1.9086021505376345,559
random,lcc,3,878,0.3499402152251893,0.2283778397768035,1.875886524822695,565
random,lcc,3,903,0.3599043443603029,0.16022319649262654,1.9419354838709677,621
random,lcc,3,928,0.3698684734954165,0.15105619768832204,1.9355877616747181,622
random,lcc,3,953,0.3798326026305301,0.14188919888401755,1.8957345971563981,634
random,lcc,3,979,0.3901952969310482,0.137106416899163,1.8885350318471337,629
random,lcc,3,1004,0.40015942606616184,0.12833798326026305,1.8867623604465709,628
random,lcc,3,1029,0.4101235552012754,0.12475089677162216,1.8762057877813505,623
random,lcc,3,1054,0.420087684336389,0.12196094061379036,1.8180379746835442,633
random,lcc,3,1079,0.43005181347150256,0.12036667995217218,1.8135048231511255,623
random,lcc,3,1104,0.4400159426066162,0.10561976883220406,1.7896389324960753,638
random,lcc,3,1129,0.44998007174172977,0.10163411717815862,1.7605633802816902,640
random,lcc,3,1154,0.45994420087684335,0.09924272618573136,1.722741433021807,643
random,lcc,3,1179,0.469908330011957,0.09724990035870865,1.678516228748068,648
random,lcc,3,1204,0.47987245914707055,0.09366281387006775,1.6589147286821706,646
random,lcc,3,1229,0.4898365882821841,0.08051016341171782,1.6533742331288344,653
random,lcc,3,1254,0.4998007174172977,0.07891590275009965,1.6387596899224806,646
random,lcc,3,1280,0.5101634117178159,0.07772020725388601,1.6309148264984228,635
random,lcc,3,1305,0.5201275408529294,0.07612594659226783,1.607936507936508,631
random,lcc,3,1330,0.530091669988043,0.07253886010362694,1.5850556438791732,630
random,lcc,3,1355,0.5400557991231566,0.04703068951773615,1.61875,641
random,lcc,3,1380,0.5500199282582702,0.04463929852530889,1.5865834633385336,642
random,lcc,3,1405,0.5599840573933839,0.023116779593463532,1.621705426356589,646
